,wet_cell_count,diff_topo,diff_no_breach,num_breaches,mean_depth,mean_distance,mean_breach_area,total_breach_area,inundation_per_breach (m**2)
d_0230_6,838449.0,130254.0,30038.0,6.0,-1.3473615953586862,329.7651316105655,444.31287382047867,2665.877242922872,1622052.0
d_0349_6,833144.0,124949.0,24733.0,6.0,-0.7183833476339251,329.7651316105655,236.89777917933995,1421.3866750760396,1335582.0
d_0293_6,836358.0,128163.0,27947.0,6.0,-0.9855953991032361,329.7651316105655,325.0149965000465,1950.089979000279,1509138.0
d_0333_6,834433.0,126238.0,26022.0,6.0,-0.7380002139599514,329.7651316105655,243.36673768512887,1460.2004261107732,1405188.0
d_0321_6,833945.0,125750.0,25534.0,6.0,-0.8785203557591142,329.7651316105655,289.7053807394651,1738.2322844367907,1378836.0
d_0228_6,830698.0,122503.0,22287.0,6.0,-0.4643028819674313,329.7651316105655,153.11090097915485,918.6654058749291,1203498.0
d_0100_6,834289.0,126094.0,25878.0,6.0,-0.6970240291467568,329.7651316105655,229.8542207073069,1379.1253242438413,1397412.0
d_0125_6,834266.0,126071.0,25855.0,6.0,-1.1128766637689755,329.7651316105655,366.98791949410327,2201.92751696462,1396170.0
d_0016_6,836000.0,127805.0,27589.0,6.0,-0.7982739501186852,329.7651316105655,263.24291422217425,1579.4574853330455,1489806.0
d_0142_6,835556.0,127361.0,27145.0,6.0,-0.7973277493462371,329.7651316105655,262.9308901999178,1577.585341199507,1465830.0
d_0013_6,836061.0,127866.0,27650.0,6.0,-1.334642459073461,329.7651316105655,440.1185461694086,2640.7112770164517,1493100.0
d_0415_6,839146.0,130951.0,30735.0,6.0,-1.2419580616273247,329.7651316105655,409.55446364733757,2457.3267818840254,1659690.0
d_0052_6,831905.0,123710.0,23494.0,6.0,-0.7339734981844077,329.7651316105655,242.03886722744838,1452.2332033646903,1268676.0
d_0218_6,838539.0,130344.0,30128.0,6.0,-1.1738534320567446,329.7651316105655,387.09593151370643,2322.5755890822384,1626912.0
d_0019_6,835632.0,127437.0,27221.0,6.0,-0.7257752067976697,329.7651316105655,239.33535658931896,1436.0121395359138,1469934.0
d_0021_6,833511.0,125316.0,25100.0,6.0,-0.6928092550090997,329.7651316105655,228.46433515909362,1370.7860109545618,1355400.0
d_0182_6,837536.0,129341.0,29125.0,6.0,-0.9988420052952055,329.7651316105655,329.3832653343346,1976.2995920060077,1572750.0
d_0430_6,834636.0,126441.0,26225.0,6.0,-1.0905064680661785,329.7651316105655,359.61100896401626,2157.6660537840976,1416150.0
d_0399_6,837477.0,129282.0,29066.0,6.0,-1.199469142761906,329.7651316105655,395.5430997256921,2373.2585983541526,1569564.0
d_0116_6,838724.0,130529.0,30313.0,6.0,-1.3215109118621886,329.7651316105655,435.78821977503304,2614.7293186501984,1636902.0
d_0226_6,834124.0,125929.0,25713.0,6.0,-0.8328314777459825,329.7651316105655,274.6387818683257,1647.8326912099542,1388502.0
d_0060_6,837322.0,129127.0,28911.0,6.0,-0.9376386266830328,329.7651316105655,309.2005251312802,1855.2031507876811,1561194.0
d_0148_6,837039.0,128844.0,28628.0,6.0,-1.147125573503593,329.7651316105655,378.2820157202578,2269.692094321547,1545912.0
d_0242_6,837708.0,129513.0,29297.0,6.0,-0.8396359327503305,329.7651316105655,276.8826538683727,1661.2959232102362,1582038.0
d_0267_6,834850.0,126655.0,26439.0,6.0,-0.977920394872855,329.7651316105655,322.48404771990323,1934.9042863194195,1427706.0
d_0409_6,835938.0,127743.0,27527.0,6.0,-0.9941837344688187,329.7651316105655,327.8471300421935,1967.082780253161,1486458.0
d_0381_6,834363.0,126168.0,25952.0,6.0,-0.8058157967754367,329.7651316105655,265.7299522775246,1594.3797136651476,1401408.0
d_0246_6,837599.0,129404.0,29188.0,6.0,-1.449931202712638,329.7651316105655,478.13675388879864,2868.8205233327917,1576152.0
d_0326_6,830086.0,121891.0,21675.0,6.0,-0.33229868155254405,329.7651316105655,109.58051845619208,657.4831107371525,1170450.0
d_0302_6,838312.0,130117.0,29901.0,6.0,-1.3759860403974677,329.7651316105655,453.7522177059719,2722.5133062358314,1614654.0
d_0062_6,833216.0,125021.0,24805.0,6.0,-1.0008126097768761,329.7651316105655,330.0331019805851,1980.1986118835107,1339470.0
d_0253_6,837337.0,129142.0,28926.0,6.0,-1.3856031086677107,329.7651316105655,456.9235914898163,2741.541548938898,1562004.0
d_0335_6,835554.0,127359.0,27143.0,6.0,-0.8935663260158488,329.7651316105655,294.66701710138585,1768.002102608315,1465722.0
d_0280_6,834293.0,126098.0,25882.0,6.0,-0.7403889427391456,329.7651316105655,244.1544571453818,1464.9267428722908,1397628.0
d_0420_6,833586.0,125391.0,25175.0,6.0,-0.6657442193841407,329.7651316105655,219.53923012418437,1317.2353807451063,1359450.0
d_0176_6,837177.0,128982.0,28766.0,6.0,-1.1264011498157833,329.7651316105655,371.4478234152941,2228.6869404917647,1553364.0
d_0044_6,834407.0,126212.0,25996.0,6.0,-0.8126871364918585,329.7651316105655,267.9958805234513,1607.975283140708,1403784.0
d_0421_6,836815.0,128620.0,28404.0,6.0,-1.2603754457129348,329.7651316105655,415.6278747342511,2493.7672484055065,1533816.0
d_0366_6,835438.0,127243.0,27027.0,6.0,-0.6921822579741902,329.7651316105655,228.25757339935723,1369.5454403961435,1459458.0
d_0363_6,833321.0,125126.0,24910.0,6.0,-0.8565107759172026,329.7651316105655,282.4473887462039,1694.6843324772235,1345140.0
d_0095_6,837988.0,129793.0,29577.0,6.0,-1.1440930212215878,329.7651316105655,377.2819857178664,2263.691914307198,1597158.0
d_0119_6,834641.0,126446.0,26230.0,6.0,-0.8891737461161578,329.7651316105655,293.21849741265436,1759.310984475926,1416420.0
d_0098_6,838696.0,130501.0,30285.0,6.0,-1.2958105851673758,329.7651316105655,427.3131481600836,2563.8788889605016,1635390.0
d_0257_6,838673.0,130478.0,30262.0,6.0,-1.0579904109173777,329.7651316105655,348.88834709888533,2093.330082593312,1634148.0
d_0281_6,838262.0,130067.0,29851.0,6.0,-1.210877889838209,329.7651316105655,399.3053067068209,2395.8318402409254,1611954.0
d_0306_6,836636.0,128441.0,28225.0,6.0,-0.9363314819251456,329.7651316105655,308.76947436816147,1852.6168462089688,1524150.0
d_0379_6,839256.0,131061.0,30845.0,6.0,-1.3162727528031348,329.7651316105655,434.0608575635271,2604.3651453811626,1665630.0
d_0075_6,834914.0,126719.0,26503.0,6.0,-0.9899749787611167,329.7651316105655,326.45922916232644,1958.7553749739586,1431162.0
d_0085_6,829860.0,121665.0,21449.0,6.0,-0.44209421853820374,329.7651316105655,145.78725816052088,874.7235489631253,1158246.0
d_0315_6,835053.0,126858.0,26642.0,6.0,-1.2140756863277664,329.7651316105655,400.3598284870635,2402.158970922381,1438668.0
d_0259_6,835420.0,127225.0,27009.0,6.0,-1.0491398375213647,329.7651316105655,345.96973659812016,2075.818419588721,1458486.0
d_0368_6,835758.0,127563.0,27347.0,6.0,-0.6300416863154593,329.7651316105655,207.76577960796007,1246.5946776477604,1476738.0
d_0151_6,834456.0,126261.0,26045.0,6.0,-0.7282999480871625,329.7651316105655,240.16792823293116,1441.0075693975868,1406430.0
d_0133_6,833883.0,125688.0,25472.0,6.0,-0.9174417419740161,329.7651316105655,302.54029678708787,1815.2417807225272,1375488.0
d_0277_6,832014.0,123819.0,23603.0,6.0,-0.6693975930079904,329.7651316105655,220.74398535807572,1324.4639121484543,1274562.0
d_0110_6,835607.0,127412.0,27196.0,6.0,-0.9331895941702215,329.7651316105655,307.7333893391533,1846.4003360349197,1468584.0
d_0416_6,837683.0,129488.0,29272.0,6.0,-0.8993376017054938,329.7651316105655,296.5701825887425,1779.4210955324552,1580688.0
d_0015_6,836694.0,128499.0,28283.0,6.0,-1.1373615481746766,329.7651316105655,375.06218062261877,2250.3730837357125,1527282.0
d_0346_6,838643.0,130448.0,30232.0,6.0,-1.1632441999258203,329.7651316105655,383.5973766837651,2301.5842601025906,1632528.0
d_0011_6,835464.0,127269.0,27053.0,6.0,-0.8730610283254844,329.7651316105655,287.90508490980903,1727.4305094588542,1460862.0
d_0199_6,836527.0,128332.0,28116.0,6.0,-1.3309550976025808,329.7651316105655,438.9025829286681,2633.4154975720085,1518264.0
d_0103_6,832296.0,124101.0,23885.0,6.0,-0.4452720159360714,329.7651316105655,146.83518493766042,881.0111096259625,1289790.0
d_0034_6,837885.0,129690.0,29474.0,6.0,-0.9104146037451569,329.7651316105655,300.2229916242025,1801.3379497452152,1591596.0
d_0200_6,837559.0,129364.0,29148.0,6.0,-1.048178797735301,329.7651316105655,345.6528191865859,2073.916915119515,1573992.0
d_0272_6,836794.0,128599.0,28383.0,6.0,-0.9835872881875617,329.7651316105655,324.3527915396505,1946.1167492379032,1532682.0
d_0205_6,838019.0,129824.0,29608.0,6.0,-1.1104946038737051,329.7651316105655,366.2023991992352,2197.2143951954113,1598832.0
d_0033_6,834330.0,126135.0,25919.0,6.0,-0.8342484028272278,329.7651316105655,275.10603435422485,1650.636206125349,1399626.0
d_0080_6,833452.0,125257.0,25041.0,6.0,-0.6131604683135318,329.7651316105655,202.19894253180777,1213.1936551908466,1352214.0
d_0401_6,836502.0,128307.0,28091.0,6.0,-0.8974965329469113,329.7651316105655,295.96306230726447,1775.778373843587,1516914.0
d_0263_6,834618.0,126423.0,26207.0,6.0,-1.2138554275084164,329.7651316105655,400.2871948085122,2401.7231688510733,1415178.0
d_0007_6,834112.0,125917.0,25701.0,6.0,-0.8425840921761569,329.7651316105655,277.85485404943927,1667.1291242966356,1387854.0
d_0121_6,838134.0,129939.0,29723.0,6.0,-1.2770818318120085,329.7651316105655,421.1370583449491,2526.8223500696945,1605042.0
d_0344_6,834210.0,126015.0,25799.0,6.0,-0.8374050861647121,329.7651316105655,276.14699845046323,1656.8819907027794,1393146.0
d_0178_6,837966.0,129771.0,29555.0,6.0,-1.059574788270399,329.7651316105655,349.4108195052252,2096.4649170313514,1595970.0
d_0299_6,834660.0,126465.0,26249.0,6.0,-0.918340992516386,329.7651316105655,302.8368382605434,1817.0210295632605,1417446.0
d_0358_6,835577.0,127382.0,27166.0,6.0,-0.9088555925856093,329.7651316105655,299.708884103992,1798.2533046239519,1466964.0
d_0364_6,833299.0,125104.0,24888.0,6.0,-0.7890502596075737,329.7651316105655,260.20126270684244,1561.2075762410545,1343952.0
d_0185_6,837238.0,129043.0,28827.0,6.0,-1.0443091847516304,329.7651316105655,344.37675575174376,2066.2605345104625,1556658.0
d_0407_6,836579.0,128384.0,28168.0,6.0,-1.1761183129217947,329.7651316105655,387.8428102502519,2327.0568615015113,1521072.0
d_0093_6,837333.0,129138.0,28922.0,6.0,-1.0311927708493787,329.7651316105655,340.05141979500905,2040.3085187700544,1561788.0
d_0297_6,837945.0,129750.0,29534.0,6.0,-1.1025287609407917,329.7651316105655,363.5755419560739,2181.4532517364432,1594836.0
d_0319_6,836019.0,127824.0,27608.0,6.0,-0.7990561908469642,329.7651316105655,263.5008699388863,1581.0052196333177,1490832.0
d_0162_6,833940.0,125745.0,25529.0,6.0,-1.026488243109606,329.7651316105655,338.5000305857374,2031.0001835144244,1378566.0
d_0423_6,838456.0,130261.0,30045.0,6.0,-1.1599574111740047,329.7651316105655,382.51350835844653,2295.0810501506794,1622430.0
d_0295_6,839511.0,131316.0,31100.0,6.0,-1.4453434074774647,329.7651316105655,476.62385898926937,2859.743153935616,1679400.0
d_0329_6,838563.0,130368.0,30152.0,6.0,-1.3283398616165056,329.7651316105655,438.04016928952734,2628.241015737164,1628208.0
d_0311_6,834234.0,126039.0,25823.0,6.0,-1.0440508269697981,329.7651316105655,344.2915583638152,2065.7493501828912,1394442.0
d_0004_6,836901.0,128706.0,28490.0,6.0,-1.045404522105686,329.7651316105655,344.7379598184619,2068.4277589107714,1538460.0
d_0201_6,833935.0,125740.0,25524.0,6.0,-1.0742282495424267,329.7651316105655,354.24302009014576,2125.4581205408745,1378296.0
d_0157_6,839500.0,131305.0,31089.0,6.0,-1.2309914837986875,329.7651316105655,405.93806866635947,2435.628411998157,1678806.0
d_0371_6,836777.0,128582.0,28366.0,6.0,-0.991510431183901,329.7651316105655,326.9655678326077,1961.7934069956461,1531764.0
d_0402_6,832515.0,124320.0,24104.0,6.0,-0.8128913219083976,329.7651316105655,268.0632137542093,1608.3792825252558,1301616.0
d_0261_6,838476.0,130281.0,30065.0,6.0,-1.1750337039646552,329.7651316105655,387.4851440347548,2324.910864208529,1623510.0
d_0292_6,834649.0,126454.0,26238.0,6.0,-0.5408830073350578,329.7651316105655,178.3643560997638,1070.1861365985828,1416852.0
d_0353_6,837976.0,129781.0,29565.0,6.0,-1.2232610607919303,329.7651316105655,403.3888447061309,2420.3330682367855,1596510.0
d_0313_6,838201.0,130006.0,29790.0,6.0,-1.0632718898462106,329.7651316105655,350.62999469295033,2103.779968157702,1608660.0
d_0300_6,834285.0,126090.0,25874.0,6.0,-0.8425483888436852,329.7651316105655,277.8430803353078,1667.0584820118465,1397196.0
d_0168_6,833815.0,125620.0,25404.0,6.0,-1.0182632965698921,329.7651316105655,335.7877300075788,2014.7263800454725,1371816.0
d_0150_6,836904.0,128709.0,28493.0,6.0,-1.0872946749530426,329.7651316105655,358.5518715853571,2151.3112295121427,1538622.0
d_0285_6,835293.0,127098.0,26882.0,6.0,-0.8523370115214371,329.7651316105655,281.0710267809228,1686.4261606855368,1451628.0
d_0417_6,835786.0,127591.0,27375.0,6.0,-0.796932013218223,329.7651316105655,262.8003902235802,1576.8023413414812,1478250.0
d_0040_6,836340.0,128145.0,27929.0,6.0,-0.9244410345330659,329.7651316105655,304.8484194190038,1829.0905165140227,1508166.0
d_0410_6,834857.0,126662.0,26446.0,6.0,-0.6953587210529463,329.7651316105655,229.30506016457934,1375.830360987476,1428084.0
d_0388_6,838388.0,130193.0,29977.0,6.0,-1.1167739830872045,329.7651316105655,368.27311951200744,2209.6387170720445,1618758.0
d_0005_6,835554.0,127359.0,27143.0,6.0,-0.6950462868952824,329.7651316105655,229.20203027345767,1375.212181640746,1465722.0
d_0338_6,833864.0,125669.0,25453.0,6.0,-0.8000976336470633,329.7651316105655,263.84430146092586,1583.0658087655552,1374462.0
d_0288_6,834634.0,126439.0,26223.0,6.0,-0.6052451769374697,329.7651316105655,199.58875542944472,1197.5325325766682,1416042.0
d_0109_6,838391.0,130196.0,29980.0,6.0,-1.1418126726487834,329.7651316105655,376.5300062706376,2259.1800376238257,1618920.0
d_0250_6,834193.0,125998.0,25782.0,6.0,-0.7999988719226856,329.7651316105655,263.81173328788833,1582.87039972733,1392228.0
d_0377_6,838272.0,130077.0,29861.0,6.0,-1.1729503134897594,329.7651316105655,386.7981145006046,2320.7886870036273,1612494.0
d_0331_6,837611.0,129416.0,29200.0,6.0,-1.3089617894068708,329.7651316105655,431.6499567569581,2589.8997405417485,1576800.0
d_0283_6,835288.0,127093.0,26877.0,6.0,-0.7723392735682965,329.7651316105655,254.69056219625784,1528.1433731775471,1451358.0
d_0241_6,833971.0,125776.0,25560.0,6.0,-0.43515728440250134,329.7651316105655,143.49969916228713,860.9981949737228,1380240.0
d_0229_6,838487.0,130292.0,30076.0,6.0,-1.3887650149798851,329.7651316105655,457.9662779409908,2747.797667645945,1624104.0
d_0108_6,835591.0,127396.0,27180.0,6.0,-0.900609366013032,329.7651316105655,296.9895661129955,1781.9373966779729,1467720.0
d_0252_6,837826.0,129631.0,29415.0,6.0,-0.8940608641573323,329.7651316105655,294.83009853669864,1768.9805912201919,1588410.0
d_0316_6,838331.0,130136.0,29920.0,6.0,-1.0665554999119158,329.7651316105655,351.71281479842537,2110.276888790552,1615680.0
d_0025_6,839208.0,131013.0,30797.0,6.0,-1.2193883757297446,329.7651316105655,402.1117682069129,2412.6706092414775,1663038.0
