,inundation,breach_area,simulation_name,num_breaches
161,3.130812,0.000904157848515916,dw_0181_1,1.0
162,1.8144,0.0002900217007018721,dw_0020_1,1.0
165,3.673188,0.000937423755384968,dw_0044_1,1.0
169,2.350296,0.00018920929330397822,dw_0226_1,1.0
171,0.416988,8.976140435053564e-05,dw_0039_1,1.0
173,1.280124,0.0003604270067071607,dw_0219_1,1.0
178,2.443284,0.0003502697647024063,dw_0221_1,1.0
180,1.789452,0.00046453695287312826,dw_0110_1,1.0
181,1.111968,0.00022377849605237146,dw_0274_1,1.0
183,0.35478,4.5008659098361196e-05,dw_0034_1,1.0
187,0.532656,9.057534810101132e-05,dw_0048_1,1.0
188,1.78848,0.000315092951768966,dw_0260_1,1.0
189,1.949832,0.0005146338002511266,dw_0080_1,1.0
190,1.208844,0.00026873158956649136,dw_0159_1,1.0
192,3.575664,0.0007047348437542695,dw_0296_1,1.0
197,2.472444,0.00031341714310126605,dw_0154_1,1.0
198,2.54988,0.0006219500790967241,dw_0042_1,1.0
201,0.30132,8.540861207165446e-06,dw_0027_1,1.0
202,1.912896,0.0001808871365012292,dw_0183_1,1.0
205,0.435132,4.1552758314596187e-05,dw_0172_1,1.0
208,0.177552,1.1975716002115158e-05,dw_0295_1,1.0
215,3.283416,0.0009744039284742509,dw_0206_1,1.0
216,0.249156,2.955340038378528e-05,dw_0070_1,1.0
217,2.78316,0.0005727662263633056,dw_0046_1,1.0
218,3.483,0.001256202387955871,dw_0021_1,1.0
219,3.437316,0.000682106153265429,dw_0028_1,1.0
222,2.842452,0.0007958629101093794,dw_0071_1,1.0
227,1.992276,0.00026098678609383813,dw_0273_1,1.0
231,0.829764,0.0001723229761019713,dw_0134_1,1.0
233,3.999456,0.0011252194432324778,dw_0151_1,1.0
234,3.267216,0.0007614132608256317,dw_0055_1,1.0
236,1.832544,0.00014506651225599493,dw_0167_1,1.0
238,2.92086,0.0009422253177560932,dw_0176_1,1.0
240,2.941272,0.0009778340754038205,dw_0085_1,1.0
241,0.26406,3.9682741271209505e-05,dw_0083_1,1.0
251,0.673272,0.0001236564981192915,dw_0060_1,1.0
256,0.952236,0.00012043742865249796,dw_0239_1,1.0
260,1.791396,0.0003331100393187423,dw_0013_1,1.0
266,1.761588,0.0003778755138332115,dw_0186_1,1.0
268,0.56214,7.968672085197927e-05,dw_0090_1,1.0
272,1.170288,0.00030403534256040764,dw_0084_1,1.0
276,0.24462,1.755703392640939e-05,dw_0247_1,1.0
281,2.451384,0.0005546585597737534,dw_0078_1,1.0
286,0.887436,0.00022441451011809721,dw_0118_1,1.0
287,2.435184,0.0007290765794841713,dw_0210_1,1.0
294,1.761588,0.0005410634827849124,dw_0194_1,1.0
295,0.162324,3.893103960012707e-05,dw_0283_1,1.0
296,0.31914,5.6922968845350255e-05,dw_0108_1,1.0
21,1.805976,0.00026017883585847474,loc_0070_0001,1.0
83,0.961632,2.7568466647879356e-05,loc_0095_0001,1.0
174,3.728268,0.0006618517619916386,loc_0063_0001,1.0
185,0.53946,0.0003031347243238079,loc_0035_0001,1.0
202,0.423792,5.247238076361066e-05,loc_0016_0001,1.0
290,1.576584,0.0001043017194901756,loc_0384_1,1.0
