,wet_cell_count,diff_topo,diff_no_breach,num_breaches,mean_depth,mean_distance,mean_breach_area,total_breach_area,inundation_per_breach (m**2)
w_0474_6,842712.0,134517.0,34301.0,6.0,-2.0,375.6480906349928,751.2961812699856,4507.777087619914,1852254.0
w_0440_6,838164.0,129969.0,29753.0,6.0,-2.0,336.65080735079164,673.3016147015833,4039.8096882094997,1606662.0
w_0500_6,822597.0,114402.0,14186.0,6.0,-2.0,144.49315617386242,288.98631234772483,1733.917874086349,766044.0
w_0113_6,839525.0,131330.0,31114.0,6.0,-1.5,344.1505056427243,516.2257584640864,3097.3545507845183,1680156.0
w_0475_6,827474.0,119279.0,19063.0,6.0,-2.0,176.49149621590004,352.9829924318001,2117.8979545908005,1029402.0
w_0420_6,824521.0,116326.0,16110.0,6.0,-2.0,148.99310404903906,297.9862080980781,1787.9172485884687,869940.0
w_0506_6,836374.0,128179.0,27963.0,6.0,-2.0,288.31981149722185,576.6396229944437,3459.837737966662,1510002.0
w_0513_6,830825.0,122630.0,22414.0,6.0,-2.0,220.15592779087476,440.3118555817495,2641.871133490497,1210356.0
w_0226_6,827321.0,119126.0,18910.0,6.0,-2.0,171.65877797104358,343.31755594208715,2059.905335652523,1021140.0
w_0322_6,831913.0,123718.0,23502.0,6.0,-2.0,235.32236760045942,470.64473520091883,2823.868411205513,1269108.0
w_0089_6,823862.0,115667.0,15451.0,6.0,-2.0,155.15899171010446,310.3179834202089,1861.9079005212534,834354.0
w_0118_6,825892.0,117697.0,17481.0,6.0,-2.0,163.1593301641871,326.3186603283742,1957.9119619702453,943974.0
w_0518_6,834932.0,126737.0,26521.0,6.0,-1.0,410.81497701860013,410.81497701860013,2464.889862111601,1432134.0
w_0448_6,826588.0,118393.0,18177.0,6.0,-2.0,188.9920298811414,377.9840597622828,2267.9043585736968,981558.0
w_0305_6,820201.0,112006.0,11790.0,6.0,-2.0,113.66113629939265,227.3222725987853,1363.9336355927119,636660.0
w_0469_6,825746.0,117551.0,17335.0,6.0,-2.0,164.82584438486165,329.6516887697233,1977.91013261834,936090.0
w_0062_6,829636.0,121441.0,21225.0,6.0,-2.0,272.1534772675231,544.3069545350462,3265.841727210277,1146150.0
w_0340_6,839082.0,130887.0,30671.0,6.0,-2.0,317.4850641312256,634.9701282624512,3809.8207695747074,1656234.0
w_0377_6,822782.0,114587.0,14371.0,6.0,-2.0,138.99337120373798,277.98674240747596,1667.9204544448557,776034.0
w_0181_6,826883.0,118688.0,18472.0,6.0,-2.0,179.49171606754442,358.98343213508883,2153.900592810533,997488.0
w_0525_6,823710.0,115515.0,15299.0,6.0,-2.0,151.15925458819012,302.31850917638025,1813.9110550582814,826146.0
w_0163_6,839940.0,131745.0,31529.0,6.0,-1.5,357.9835173044184,536.9752759566276,3221.851655739765,1702566.0
w_0245_6,843282.0,135087.0,34871.0,6.0,-2.0,400.3140093913717,800.6280187827434,4803.768112696461,1883034.0
w_0386_6,834457.0,126262.0,26046.0,6.0,-1.0,306.6525466676985,306.6525466676985,1839.915280006191,1406484.0
w_0016_6,838128.0,129933.0,29717.0,6.0,-2.0,343.9840507352986,687.9681014705972,4127.808608823583,1604718.0
w_0451_6,823975.0,115780.0,15564.0,6.0,-2.0,143.49314430661744,286.9862886132349,1721.9177316794094,840456.0
w_0092_6,847031.0,138836.0,38620.0,6.0,-1.5,474.64484636428205,711.967269546423,4271.803617278538,2085480.0
w_0104_6,830122.0,121927.0,21711.0,6.0,-2.0,209.49038924950318,418.98077849900636,2513.884670994038,1172394.0
w_0216_6,837169.0,128974.0,28758.0,6.0,-2.0,334.9848370383773,669.9696740767546,4019.8180444605277,1552932.0
w_0080_6,837447.0,129252.0,29036.0,6.0,-1.5,336.1510161871434,504.2265242807151,3025.3591456842905,1567944.0
w_0326_6,825699.0,117504.0,17288.0,6.0,-2.0,165.99248375002674,331.9849675000535,1991.9098050003208,933552.0
w_0398_6,842784.0,134589.0,34373.0,6.0,-2.0,356.6501792932931,713.3003585865862,4279.802151519517,1856142.0
w_0524_6,822379.0,114184.0,13968.0,6.0,-2.0,128.16066095813392,256.32132191626783,1537.927931497607,754272.0
w_0409_6,828054.0,119859.0,19643.0,6.0,-2.0,188.99100447922638,377.98200895845275,2267.8920537507165,1060722.0
w_0327_6,833967.0,125772.0,25556.0,6.0,-2.0,315.15173259362706,630.3034651872541,3781.820791123525,1380024.0
w_0389_6,836945.0,128750.0,28534.0,6.0,-2.0,311.486589506126,622.973179012252,3737.839074073512,1540836.0
w_0416_6,840451.0,132256.0,32040.0,6.0,-2.0,310.9854515619322,621.9709031238644,3731.8254187431867,1730160.0
w_0150_6,824216.0,116021.0,15805.0,6.0,-2.0,144.15990537914362,288.31981075828725,1729.9188645497234,853470.0
w_0361_6,821090.0,112895.0,12679.0,6.0,-2.0,120.99397567932776,241.98795135865552,1451.927708151933,684666.0
w_0040_6,837175.0,128980.0,28764.0,6.0,-2.0,317.98617148386273,635.9723429677255,3815.8340578063526,1553256.0
w_0048_6,830716.0,122521.0,22305.0,6.0,-2.0,202.82411157480212,405.64822314960423,2433.8893388976253,1204470.0
w_0271_6,828041.0,119846.0,19630.0,6.0,-2.0,187.82465574727306,375.6493114945461,2253.895868967277,1060020.0
w_0498_6,823812.0,115617.0,15401.0,6.0,-2.0,142.32670149537594,284.6534029907519,1707.9204179445114,831654.0
w_0090_6,836984.0,128789.0,28573.0,6.0,-2.0,324.9860116722318,649.9720233444637,3899.832140066782,1542942.0
w_0278_6,845855.0,137660.0,37444.0,6.0,-2.0,402.64744985527767,805.2948997105553,4831.769398263332,2021976.0
w_0219_6,826889.0,118694.0,18478.0,6.0,-2.0,170.99216603514523,341.98433207029046,2051.9059924217427,997812.0
w_0489_6,842298.0,134103.0,33887.0,6.0,-1.5,383.48142336176005,575.22213504264,3451.3328102558403,1829898.0
w_0197_6,829538.0,121343.0,21127.0,6.0,-2.0,181.65847943066026,363.31695886132053,2179.9017531679233,1140858.0
w_0229_6,825525.0,117330.0,17114.0,6.0,-2.0,156.99258476855866,313.9851695371173,1883.9110172227038,924156.0
w_0304_6,836518.0,128323.0,28107.0,6.0,-1.0,344.6495009350961,344.6495009350961,2067.897005610577,1517778.0
w_0096_6,822052.0,113857.0,13641.0,6.0,-2.0,129.49408994352206,258.9881798870441,1553.9290793222647,736614.0
w_0294_6,827740.0,119545.0,19329.0,6.0,-2.0,178.6583560287049,357.3167120574098,2143.9002723444587,1043766.0
w_0188_6,826758.0,118563.0,18347.0,6.0,-2.0,174.82544815382593,349.65089630765186,2097.905377845911,990738.0
w_0282_6,827351.0,119156.0,18940.0,6.0,-2.0,176.99175991068532,353.98351982137063,2123.9011189282237,1022760.0
w_0348_6,820263.0,112068.0,11852.0,6.0,-1.0,157.32602126874062,157.32602126874062,943.9561276124437,640008.0
w_0300_6,823513.0,115318.0,15102.0,6.0,-2.0,165.15877392808855,330.3175478561771,1981.9052871370627,815508.0
w_0250_6,830409.0,122214.0,21998.0,6.0,-1.5,246.3210760142808,369.4816140214212,2216.8896841285273,1187892.0
w_0239_6,839376.0,131181.0,30965.0,6.0,-2.0,368.14978082425404,736.2995616485081,4417.797369891048,1672110.0
w_0222_6,843522.0,135327.0,35111.0,6.0,-2.0,413.14810507829424,826.2962101565885,4957.777260939531,1895994.0
w_0015_6,830886.0,122691.0,22475.0,6.0,-1.5,254.65601710816608,381.9840256622491,2291.9041539734944,1213650.0
w_0412_6,825398.0,117203.0,16987.0,6.0,-2.0,150.4932573181812,300.9865146363624,1805.9190878181744,917298.0
w_0106_6,825135.0,116940.0,16724.0,6.0,-2.0,155.99266184136857,311.98532368273715,1871.911942096423,903096.0
w_0050_6,829470.0,121275.0,21059.0,6.0,-1.5,224.15609732355787,336.2341459853368,2017.4048759120208,1137186.0
w_0394_6,823424.0,115229.0,15013.0,6.0,-2.0,146.9933973614345,293.986794722869,1763.9207683372138,810702.0
w_0095_6,826014.0,117819.0,17603.0,6.0,-2.0,162.32565834808494,324.6513166961699,1947.9079001770192,950562.0
w_0335_6,845699.0,137504.0,37288.0,6.0,-2.0,436.9789615158163,873.9579230316326,5243.747538189796,2013552.0
w_0288_6,823318.0,115123.0,14907.0,6.0,-2.0,134.66046651898202,269.32093303796404,1615.9255982277841,804978.0
w_0481_6,827662.0,119467.0,19251.0,6.0,-2.0,181.32467405270742,362.64934810541484,2175.896088632489,1039554.0
w_0043_6,841268.0,133073.0,32857.0,6.0,-2.0,388.3158437427571,776.6316874855142,4659.7901249130855,1774278.0
w_0068_6,829256.0,121061.0,20845.0,6.0,-2.0,206.15711088212018,412.31422176424036,2473.8853305854423,1125630.0
w_0206_6,825521.0,117326.0,17110.0,6.0,-2.0,169.1586138000704,338.3172276001408,2029.903365600845,923940.0
w_0210_6,822658.0,114463.0,14247.0,6.0,-2.0,132.3273692733458,264.6547385466916,1587.9284312801497,769338.0
w_0488_6,829325.0,121130.0,20914.0,6.0,-2.0,211.65631144311183,423.31262288622366,2539.875737317342,1129356.0
w_0159_6,822259.0,114064.0,13848.0,6.0,-2.0,136.3270368853848,272.6540737707696,1635.9244426246178,747792.0
w_0144_6,826379.0,118184.0,17968.0,6.0,-2.0,177.99170221752058,355.98340443504117,2135.900426610247,970272.0
w_0296_6,827198.0,119003.0,18787.0,6.0,-2.0,185.15817925306547,370.31635850613094,2221.8981510367857,1014498.0
w_0494_6,836334.0,128139.0,27923.0,6.0,-1.0,395.14830950553505,395.14830950553505,2370.8898570332103,1507842.0
w_0366_6,839005.0,130810.0,30594.0,6.0,-2.0,324.3180792181059,648.6361584362118,3891.816950617271,1652076.0
w_0463_6,837081.0,128886.0,28670.0,6.0,-2.0,295.9857378973557,591.9714757947114,3551.8288547682687,1548180.0
w_0529_6,824165.0,115970.0,15754.0,6.0,-2.0,130.3274877917385,260.654975583477,1563.929853500862,850716.0
w_0482_6,840636.0,132441.0,32225.0,6.0,-2.0,338.48367118562913,676.9673423712583,4061.8040542275494,1740150.0
w_0344_6,834789.0,126594.0,26378.0,6.0,-1.0,334.9846696015546,334.9846696015546,2009.9080176093275,1424412.0
w_0338_6,836837.0,128642.0,28426.0,6.0,-2.0,295.48585446899125,590.9717089379825,3545.830253627895,1535004.0
w_0406_6,841773.0,133578.0,33362.0,6.0,-2.0,333.81836982496844,667.6367396499369,4005.8204378996215,1801548.0
w_0447_6,841442.0,133247.0,33031.0,6.0,-2.0,377.6481233637153,755.2962467274306,4531.777480364583,1783674.0
w_0432_6,830323.0,122128.0,21912.0,6.0,-1.0,277.65328724231045,277.65328724231045,1665.9197234538628,1183248.0
w_0256_6,837926.0,129731.0,29515.0,6.0,-2.0,353.3175710624833,706.6351421249666,4239.8108527498,1593810.0
w_0351_6,826372.0,118177.0,17961.0,6.0,-2.0,183.65846606313877,367.31693212627755,2203.901592757665,969894.0
w_0248_6,819649.0,111454.0,11238.0,6.0,-2.0,92.99580598698309,185.99161197396617,1115.949671843797,606852.0
w_0445_6,825363.0,117168.0,16952.0,6.0,-2.0,166.1589956849934,332.3179913699868,1993.9079482199209,915408.0
w_0052_6,841331.0,133136.0,32920.0,6.0,-2.0,308.15229695275826,616.3045939055165,3697.8275634330994,1777680.0
w_0383_6,837779.0,129584.0,29368.0,6.0,-2.0,325.8173439210822,651.6346878421645,3909.8081270529865,1585872.0
w_0074_6,828088.0,119893.0,19677.0,6.0,-2.0,206.99001566307757,413.98003132615514,2483.880187956931,1062558.0
w_0311_6,830618.0,122423.0,22207.0,6.0,-2.0,214.65669421311324,429.3133884262265,2575.880330557359,1199178.0
w_0472_6,827938.0,119743.0,19527.0,6.0,-2.0,178.4917428380319,356.9834856760638,2141.900914056383,1054458.0
