,wet_cell_count,diff_topo,diff_no_breach,mean_depth,mean_distance,depth / distance,distance / depth,area (m**2)
w168,818874.0,110679.0,10463.0,-2.0,122.99399834464067,0.01626095603783701,61.496999172320336,1475.9279801356881
w170,827474.0,119279.0,19063.0,-2.0,176.49149621590004,0.011331990735425705,88.24574810795002,2117.8979545908005
w176,821685.0,113490.0,13274.0,-2.0,134.32696739376482,0.014889043047753908,67.16348369688241,1611.923608725178
w28,829034.0,120839.0,20623.0,-2.0,195.99068363888833,0.01020456668075605,97.99534181944416,2351.88820366666
w0086,843276.0,135081.0,34865.0,-2.0,409.6481948455641,0.004882238040262799,204.82409742278205,4915.778338146769
w30,827321.0,119126.0,18910.0,-2.0,171.65877797104358,0.011651020842857053,85.82938898552179,2059.905335652523
w45,826889.0,118694.0,18478.0,-2.0,170.99216603514523,0.011696442277881466,85.49608301757262,2051.9059924217427
w60,826439.0,118244.0,18028.0,-2.0,167.82562879945985,0.011917130978784314,83.91281439972992,2013.907545593518
w183,821295.0,113100.0,12884.0,-2.0,119.32761060044476,0.01676058030439223,59.66380530022238,1431.931327205337
w0208,825274.0,117079.0,16863.0,-2.0,191.49038180431708,0.010444388805093033,95.74519090215854,2297.884581651805
w211,830414.0,122219.0,22003.0,-2.0,203.3239264766729,0.009836520642982257,101.66196323833645,2439.887117720075
w182,822643.0,114448.0,14232.0,-2.0,129.66072500604966,0.015424871331752039,64.83036250302483,1555.9287000725958
w177,827236.0,119041.0,18825.0,-2.0,178.3252179932966,0.011215463648417813,89.1626089966483,2139.902615919559
w0139,842679.0,134484.0,34268.0,-2.0,364.9830300732768,0.0054797068225294334,182.4915150366384,4379.796360879322
w56,828427.0,120232.0,20016.0,-2.0,175.1585012978368,0.011418229690143505,87.5792506489184,2101.902015574042
w39,811564.0,103369.0,3153.0,-2.0,131.82726210367306,0.015171368714516256,65.91363105183653,1581.9271452440767
w166,826536.0,118341.0,18125.0,-2.0,157.65949669230562,0.012685566311956947,78.82974834615281,1891.9139603076674
w114,829952.0,121757.0,21541.0,-2.0,196.9908311698135,0.010152756796461887,98.49541558490675,2363.889974037762
w0011_1.5,833992.0,125797.0,25581.0,-1.5,284.15335852187746,0.0052788395949383525,189.4355723479183,2557.3802266968974
w0014,851097.0,142902.0,42686.0,-2.0,530.4751070575726,0.003770205186617625,265.2375535287863,6365.701284690871
w0051,836284.0,128089.0,27873.0,-2.0,276.9866994852434,0.007220563311223365,138.4933497426217,3323.8403938229203
w41,826093.0,117898.0,17682.0,-2.0,132.3273692733458,0.015114031292110426,66.1636846366729,1587.9284312801497
w0025,835168.0,126973.0,26757.0,-2.0,293.4867578402938,0.006814617513640382,146.7433789201469,3521.8410940835256
w73,824417.0,116222.0,16006.0,-2.0,161.15919666927354,0.012410089162360029,80.57959833463677,1933.9103600312824
w93,826882.0,118687.0,18471.0,-2.0,175.49209080460204,0.011396524999105845,87.74604540230102,2105.9050896552244
w0137,847235.0,139040.0,38824.0,-2.0,405.9810564275972,0.004926338232623129,202.9905282137986,4871.772677131166
w0211,839458.0,131263.0,31047.0,-2.0,327.31895037579096,0.006110248116413131,163.65947518789548,3927.8274045094913
w200,822489.0,114294.0,14078.0,-2.0,135.99377472878118,0.014706555531594698,67.99688736439059,1631.925296745374
w0192,832086.0,123891.0,23675.0,-2.0,247.6556891133365,0.008075728068918802,123.82784455666825,2971.868269360038
w79,823424.0,115229.0,15013.0,-2.0,146.9933973614345,0.013606053305117528,73.49669868071724,1763.9207683372138
w190,824765.0,116570.0,16354.0,-2.0,146.82680291877415,0.013621491173559212,73.41340145938707,1761.9216350252898
w0085,837779.0,129584.0,29368.0,-2.0,325.8173439210822,0.0061384086431090345,162.9086719605411,3909.8081270529865
w0180,845953.0,137758.0,37542.0,-2.0,405.98126836038705,0.004926335660946338,202.99063418019352,4871.775220324645
w0083,837169.0,128974.0,28758.0,-2.0,334.9848370383773,0.00597041949027344,167.49241851918865,4019.8180444605277
w83,825831.0,117636.0,17420.0,-2.0,156.99321570300256,0.012739403999364981,78.49660785150128,1883.9185884360309
w0153,830089.0,121894.0,21678.0,-2.0,221.65685374801785,0.00902295582645788,110.82842687400893,2659.882244976214
w0210,840696.0,132501.0,32285.0,-2.0,376.14895023278746,0.005317042620382854,188.07447511639373,4513.7874027934495
w70,828566.0,120371.0,20155.0,-2.0,178.49201010416996,0.011204983342575263,89.24600505208498,2141.9041212500397
w138,828203.0,120008.0,19792.0,-2.0,190.15736669178798,0.010517604628179628,95.07868334589399,2281.888400301456
w0011,829325.0,121130.0,20914.0,-2.0,211.65631144311183,0.009449281178357643,105.82815572155592,2539.875737317342
w137,824887.0,116692.0,16476.0,-2.0,161.49209970597485,0.012384506756933351,80.74604985298743,1937.9051964716982
w0018_1.0,839690.0,131495.0,31279.0,-1.0,374.9826136348266,0.0026667903087737315,374.9826136348266,2249.8956818089596
w154,826602.0,118407.0,18191.0,-2.0,178.99182958945661,0.011173694378046675,89.49591479472831,2147.9019550734793
w0020_1.0,829500.0,121305.0,21089.0,-1.0,276.1545811556453,0.003621160278476001,276.1545811556453,1656.927486933872
w0094,830895.0,122700.0,22484.0,-2.0,227.98805845204774,0.00877238928029494,113.99402922602387,2735.8567014245727
w46,825379.0,117184.0,16968.0,-2.0,149.82660784729887,0.013348763805948082,74.91330392364944,1797.9192941675865
w195,823809.0,115614.0,15398.0,-2.0,150.6596409603672,0.013274955304892328,75.3298204801836,1807.9156915244064
w100,826185.0,117990.0,17774.0,-2.0,173.6588451282978,0.011516833470373569,86.8294225641489,2083.9061415395736
w109,827690.0,119495.0,19279.0,-2.0,196.65687197130828,0.01016999802728376,98.32843598565414,2359.882463655699
w0159,847189.0,138994.0,38778.0,-2.0,425.6466236828103,0.0046987333828598385,212.82331184140514,5107.759484193723
w16,825317.0,117122.0,16906.0,-2.0,166.82543591083547,0.011988579493770699,83.41271795541773,2001.9052309300255
w159,825786.0,117591.0,17375.0,-2.0,165.15874627176234,0.012109561528815902,82.57937313588117,1981.9049552611482
w0216,836945.0,128750.0,28534.0,-2.0,311.486589506126,0.006420822171417001,155.743294753063,3737.839074073512
w57,820748.0,112553.0,12337.0,-2.0,116.49419822485824,0.017168236963523115,58.24709911242912,1397.930378698299
w0113,842639.0,134444.0,34228.0,-2.0,344.8171866818725,0.00580017492528641,172.40859334093625,4137.80624018247
w0050,842784.0,134589.0,34373.0,-2.0,356.6501792932931,0.005607735860284791,178.32508964664655,4279.802151519517
w0048,826379.0,118184.0,17968.0,-2.0,177.99170221752058,0.011236478864367704,88.99585110876029,2135.900426610247
w151,827552.0,119357.0,19141.0,-2.0,186.99119173765976,0.010695690964983582,93.49559586882988,2243.8943008519173
w189,824524.0,116329.0,16113.0,-2.0,146.32659156459547,0.013668055673374346,73.16329578229774,1755.9190987751458
w5,824490.0,116295.0,16079.0,-2.0,143.9937070842987,0.013889495871018401,71.99685354214935,1727.9244850115845
w0014_1.0,820263.0,112068.0,11852.0,-1.0,157.32602126874062,0.006356227608984171,157.32602126874062,943.9561276124437
w88,827917.0,119722.0,19506.0,-2.0,185.99174216603078,0.01075316557987098,92.99587108301539,2231.900905992369
w116,827429.0,119234.0,19018.0,-2.0,184.49135358957142,0.010840616435875357,92.24567679478571,2213.896243074857
w0171,839119.0,130924.0,30708.0,-2.0,296.4855345331729,0.006745691668057505,148.24276726658644,3557.8264143980746
w136,828885.0,120690.0,20474.0,-2.0,196.65696158643058,0.010169993392890908,98.32848079321529,2359.883539037167
w188,824692.0,116497.0,16281.0,-2.0,155.32638315154313,0.012876112605085987,77.66319157577156,1863.9165978185174
w0033,830627.0,122432.0,22216.0,-2.0,236.82225025636407,0.008445152420581116,118.41112512818204,2841.8670030763687
w167,823658.0,115463.0,15247.0,-2.0,145.32691003085657,0.013762076132874149,72.66345501542828,1743.922920370279
w0163,838994.0,130799.0,30583.0,-2.0,318.81751938571483,0.006273180984073655,159.40875969285742,3825.810232628578
w0173,839709.0,131514.0,31298.0,-2.0,304.98590401985865,0.006557680121077902,152.49295200992933,3659.8308482383036
w0013_1.0,824598.0,116403.0,16187.0,-1.0,176.6588643605601,0.0056606273544191005,176.6588643605601,1059.9531861633607
w0030,846632.0,138437.0,38221.0,-2.0,393.81490364631935,0.0050785279619487865,196.90745182315968,4725.778843755832
w124,830068.0,121873.0,21657.0,-2.0,217.82275926998648,0.009181776994758589,108.91137963499324,2613.8731112398377
w0002_1.5,836184.0,127989.0,27773.0,-1.5,308.31781316284236,0.004865109753511887,205.54520877522825,2774.8603184655813
w0100,825238.0,117043.0,16827.0,-2.0,166.65853353096585,0.012000585614347744,83.32926676548293,1999.9024023715901
w0115,835583.0,127388.0,27172.0,-2.0,285.8205496892547,0.00699739750054504,142.91027484462734,3429.846596271056
w216,823754.0,115559.0,15343.0,-2.0,151.99266892257586,0.013158529382879564,75.99633446128793,1823.9120270709104
w47,820402.0,112207.0,11991.0,-2.0,129.826799901606,0.015405139782508492,64.913399950803,1557.9215988192718
w0019_1.5,843616.0,135421.0,35205.0,-1.5,389.64864004119545,0.0038496220590976864,259.7657600274636,3506.837760370759
w202,826765.0,118570.0,18354.0,-2.0,167.3257214873863,0.011952734954444934,83.66286074369314,2007.9086578486354
w0145,837679.0,129484.0,29268.0,-2.0,333.65122474005034,0.005994283406446993,166.82561237002517,4003.814696880604
w8,828719.0,120524.0,20308.0,-2.0,183.99167107163282,0.010870057260479727,91.99583553581641,2207.900052859594
w0050_1.0,838398.0,130203.0,29987.0,-1.0,378.3164238463292,0.0026432899471639025,378.3164238463292,2269.8985430779753
w0097,837918.0,129723.0,29507.0,-2.0,302.98636074957807,0.006600957201677552,151.49318037478903,3635.8363289949366
w105,822391.0,114196.0,13980.0,-2.0,132.82699482778827,0.015057180226000166,66.41349741389413,1593.9239379334592
w86,824141.0,115946.0,15730.0,-2.0,147.65913775656767,0.013544708647135811,73.82956887828384,1771.909653078812
w178,828611.0,120416.0,20200.0,-2.0,206.49019430631688,0.009685689951132061,103.24509715315844,2477.8823316758026
w0063,833143.0,124948.0,24732.0,-2.0,239.82254454478303,0.008339499540363404,119.91127227239151,2877.8705345373965
w0112,842943.0,134748.0,34532.0,-2.0,398.98090553868707,0.005012771218461407,199.49045276934353,4787.770866464245
w0001_1.0,830323.0,122128.0,21912.0,-1.0,277.65328724231045,0.0036016141207335724,277.65328724231045,1665.9197234538628
w0087,846498.0,138303.0,38087.0,-2.0,408.813100479309,0.0048922111293770165,204.4065502396545,4905.757205751708
w0157,843029.0,134834.0,34618.0,-2.0,384.6483155001199,0.005199554812555462,192.32415775005995,4615.779786001439
w0010_1.0,825964.0,117769.0,17553.0,-1.0,237.98929627404524,0.004201869645635229,237.98929627404524,1427.9357776442714
w0016_1.0,833315.0,125120.0,24904.0,-1.0,299.1523030602715,0.0033427788780838025,299.1523030602715,1794.913818361629
w173,817816.0,109621.0,9405.0,-2.0,96.32867237551422,0.020762250228088683,48.16433618775711,1155.9440685061707
w0008,841103.0,132908.0,32692.0,-2.0,341.818035771099,0.00585106632974544,170.9090178855495,4101.816429253188
w107,825539.0,117344.0,17128.0,-2.0,162.65894194510017,0.012295665864315224,81.32947097255008,1951.907303341202
w147,825398.0,117203.0,16987.0,-2.0,150.4932573181812,0.013289631945247148,75.2466286590906,1805.9190878181744
w0109,840191.0,131996.0,31780.0,-2.0,343.15000986169116,0.005828354779316815,171.57500493084558,4117.800118340294
w181,821658.0,113463.0,13247.0,-2.0,122.8278890157518,0.016282946943291635,61.4139445078759,1473.9346681890215
w43,829859.0,121664.0,21448.0,-2.0,207.48999683198994,0.009639018895062456,103.74499841599497,2489.879961983879
w18,830716.0,122521.0,22305.0,-2.0,202.82411157480212,0.009860760559833115,101.41205578740106,2433.8893388976253
w61,823273.0,115078.0,14862.0,-2.0,134.66073877849004,0.01485213892439649,67.33036938924502,1615.9288653418805
w0166,837882.0,129687.0,29471.0,-2.0,316.81817820304394,0.006312769082076567,158.40908910152197,3801.818138436527
w0155,843522.0,135327.0,35111.0,-2.0,413.14810507829424,0.004840879034459052,206.57405253914712,4957.777260939531
w75,822322.0,114127.0,13911.0,-2.0,132.3271483295761,0.015114056527680686,66.16357416478805,1587.9257799549132
w0009_1.0,827780.0,119585.0,19369.0,-1.0,234.3223324373329,0.004267625665886711,234.3223324373329,1405.9339946239975
w197,822597.0,114402.0,14186.0,-2.0,144.49315617386242,0.013841486011929076,72.24657808693121,1733.917874086349
w0058,837175.0,128980.0,28764.0,-2.0,317.98617148386273,0.00628958168421955,158.99308574193137,3815.8340578063526
w0039,831790.0,123595.0,23379.0,-2.0,273.82123238828245,0.007304035492631087,136.91061619414123,3285.8547886593897
w112,831098.0,122903.0,22687.0,-2.0,216.48984498568294,0.009238308615040422,108.24492249284147,2597.8781398281953
w38,813766.0,105571.0,5355.0,-2.0,219.15640430410767,0.009125902600704942,109.57820215205383,2629.876851649292
w0130,840455.0,132260.0,32044.0,-2.0,340.3169925014931,0.005876873750261605,170.15849625074654,4083.8039100179167
w0003_1.0,835553.0,127358.0,27142.0,-1.0,344.3167750018387,0.002904302295450635,344.3167750018387,2065.900650011032
w0076,831066.0,122871.0,22655.0,-2.0,252.15428313098195,0.007931651904406069,126.07714156549098,3025.8513975717833
w87,820877.0,112682.0,12466.0,-2.0,121.32763719918535,0.016484290357658336,60.66381859959267,1455.9316463902242
w0128,845594.0,137399.0,37183.0,-2.0,445.81287964657577,0.004486187123139034,222.90643982328788,5349.754555758909
w191,821855.0,113660.0,13444.0,-2.0,144.66008689649894,0.013825513608539135,72.33004344824947,1735.9210427579874
w0143,833974.0,125779.0,25563.0,-2.0,252.98833744085064,0.007905502760448812,126.49416872042532,3035.860049290208
w0041,838164.0,129969.0,29753.0,-2.0,336.65080735079164,0.005940873915433659,168.32540367539582,4039.8096882094997
w160,823277.0,115082.0,14866.0,-2.0,127.16057756411656,0.015728144982603318,63.58028878205828,1525.9269307693987
w76,827822.0,119627.0,19411.0,-2.0,183.65815327999567,0.01088979696398724,91.82907663999784,2203.897839359948
w0182,845699.0,137504.0,37288.0,-2.0,436.9789615158163,0.004576879383534373,218.48948075790815,5243.747538189796
w156,828493.0,120298.0,20082.0,-2.0,195.15774743611323,0.010248119924907,97.57887371805661,2341.8929692333586
w0212,830102.0,121907.0,21691.0,-2.0,229.65557881734807,0.008708693297586554,114.82778940867404,2755.8669458081768
w0188,842091.0,133896.0,33680.0,-2.0,385.8144255248749,0.005183839347839659,192.90721276243744,4629.7731062984985
w0071,836547.0,128352.0,28136.0,-2.0,255.32140564263082,0.00783326409693736,127.66070282131541,3063.85686771157
w163,820325.0,112130.0,11914.0,-2.0,120.66077317907177,0.016575395195187543,60.330386589535884,1447.9292781488612
w0032,840371.0,132176.0,31960.0,-2.0,354.31723468771185,0.0056446590913444,177.15861734385592,4251.806816252542
w0190,841268.0,133073.0,32857.0,-2.0,388.3158437427571,0.0051504465558838124,194.15792187137856,4659.7901249130855
w0026,839082.0,130887.0,30671.0,-2.0,317.4850641312256,0.006299508940594897,158.7425320656128,3809.8207695747074
w0096,842078.0,133883.0,33667.0,-2.0,367.9824745779908,0.0054350414440079995,183.9912372889954,4415.789694935889
w59,829010.0,120815.0,20599.0,-2.0,175.49210932515814,0.011396523796373816,87.74605466257907,2105.9053119018977
w0012_1.5,839940.0,131745.0,31529.0,-1.5,357.9835173044184,0.004190137052384022,238.6556782029456,3221.851655739765
w0052,843039.0,134844.0,34628.0,-2.0,346.48418317354003,0.005772269261128957,173.24209158677002,4157.81019808248
w0187,829385.0,121190.0,20974.0,-2.0,206.15676348905015,0.009701355250982239,103.07838174452507,2473.881161868602
w130,825525.0,117330.0,17114.0,-2.0,156.99258476855866,0.012739455197507809,78.49629238427933,1883.9110172227038
w0165,840721.0,132526.0,32310.0,-2.0,348.15008652978304,0.005744648866628694,174.07504326489152,4177.8010383573965
w0110,833290.0,125095.0,24879.0,-2.0,286.65321082217366,0.0069770716827613245,143.32660541108683,3439.838529866084
w48,821444.0,113249.0,13033.0,-2.0,126.16066242157245,0.01585280198765044,63.08033121078623,1513.9279490588694
w126,827233.0,119038.0,18822.0,-2.0,182.82477707539053,0.010939436284258508,91.41238853769526,2193.8973249046862
w0035,847775.0,139580.0,39364.0,-2.0,433.81318280133786,0.004610279445832074,216.90659140066893,5205.758193616054
w0215,838301.0,130106.0,29890.0,-2.0,302.8185354393199,0.006604615523612058,151.40926771965994,3633.8224252718383
w0117,840373.0,132178.0,31962.0,-2.0,359.816511645272,0.005558388609947161,179.908255822636,4317.798139743264
w64,822052.0,113857.0,13641.0,-2.0,129.49408994352206,0.015444720302465433,64.74704497176103,1553.9290793222647
w0020_1.5,839525.0,131330.0,31114.0,-1.5,344.1505056427243,0.004358558175582654,229.43367042848286,3097.3545507845183
w89,828054.0,119859.0,19643.0,-2.0,188.99100447922638,0.010582514260459615,94.49550223961319,2267.8920537507165
w0201,841442.0,133247.0,33031.0,-2.0,377.6481233637153,0.005295935227179157,188.82406168185764,4531.777480364583
w0206,837745.0,129550.0,29334.0,-2.0,325.3179417645908,0.006147831838451924,162.6589708822954,3903.815301175089
w0015_1.0,831359.0,123164.0,22948.0,-1.0,283.15473466325386,0.003531637926483078,283.15473466325386,1698.9284079795232
w0015,839378.0,131183.0,30967.0,-2.0,325.8189469014547,0.006138378443058772,162.90947345072735,3909.8273628174566
w120,825472.0,117277.0,17061.0,-2.0,154.99301116814223,0.012903807629302233,77.49650558407112,1859.9161340177068
w0023_1.5,828526.0,120331.0,20115.0,-1.5,239.1553025757779,0.0062720750234033186,159.43686838385193,2152.3977231820013
w0114,831141.0,122946.0,22730.0,-2.0,217.15746904202675,0.009209906566063991,108.57873452101337,2605.889628504321
w0008_1.5,833209.0,125014.0,24798.0,-1.5,252.48821671984558,0.005940871298815348,168.32547781323038,2272.3939504786103
w0003,844536.0,136341.0,36125.0,-2.0,377.3157572365192,0.005300600257588252,188.6578786182596,4527.78908683823
w143,823862.0,115667.0,15451.0,-2.0,155.15899171010446,0.012890003846742925,77.57949585505223,1861.9079005212534
w0102,845820.0,137625.0,37409.0,-2.0,478.14519006836787,0.004182829905104826,239.07259503418393,5737.742280820415
w0142,826436.0,118241.0,18025.0,-2.0,167.82559697575402,0.011917133238554442,83.91279848787701,2013.9071637090483
w0213,839557.0,131362.0,31146.0,-2.0,335.98471211089606,0.005952651796073015,167.99235605544803,4031.816545330753
w0017,846514.0,138319.0,38103.0,-2.0,413.6466527131154,0.004835044564925078,206.8233263565577,4963.7598325573845
w0005_1.5,847031.0,138836.0,38620.0,-1.5,474.64484636428205,0.0031602576357666274,316.429897576188,4271.803617278538
w153,821704.0,113509.0,13293.0,-2.0,128.16060806613174,0.01560541909233129,64.08030403306587,1537.9272967935808
w103,825363.0,117168.0,16952.0,-2.0,166.1589956849934,0.012036663990143684,83.0794978424967,1993.9079482199209
w26,822659.0,114464.0,14248.0,-2.0,129.99405983208234,0.015385318395190263,64.99702991604117,1559.928717984988
w174,830825.0,122630.0,22414.0,-2.0,220.15592779087476,0.009084470357299632,110.07796389543738,2641.871133490497
w101,824824.0,116629.0,16413.0,-2.0,162.99240829578036,0.01227051014775255,81.49620414789018,1955.9088995493644
w0202,839078.0,130883.0,30667.0,-2.0,305.15284061396216,0.006554092683443599,152.57642030698108,3661.834087367546
w0038,836837.0,128642.0,28426.0,-2.0,295.48585446899125,0.006768513516811625,147.74292723449562,3545.830253627895
w0124,831508.0,123313.0,23097.0,-2.0,232.3232713709282,0.008608694205268797,116.1616356854641,2787.8792564511386
w0027,846988.0,138793.0,38577.0,-2.0,440.64601419999894,0.00453879062909723,220.32300709999947,5287.752170399987
w0194,850485.0,142290.0,42074.0,-2.0,480.14383480741486,0.0041654184746581155,240.07191740370743,5761.726017688979
w0103,841331.0,133136.0,32920.0,-2.0,308.15229695275826,0.006490297232172223,154.07614847637913,3697.8275634330994
w0191,836263.0,128068.0,27852.0,-2.0,302.65273906519707,0.006608233601907573,151.32636953259853,3631.832868782365
w0017_1.5,839762.0,131567.0,31351.0,-1.5,341.8166356449058,0.004388317722365819,227.87775709660386,3076.3497208041517
w196,825264.0,117069.0,16853.0,-2.0,152.15913698597396,0.013144133435669789,76.07956849298698,1825.9096438316874
w0007_1.5,835636.0,127441.0,27225.0,-1.5,314.151793538862,0.0047747618535064745,209.434529025908,2827.3661418497586
w0024_1.0,830751.0,122556.0,22340.0,-1.0,298.4859326334983,0.003350241638448902,298.4859326334983,1790.9155958009896
w0175,845166.0,136971.0,36755.0,-2.0,398.1481913248197,0.005023255269212934,199.07409566240986,4777.778295897837
w208,823029.0,114834.0,14618.0,-2.0,138.65991822934865,0.014423778879574455,69.32995911467432,1663.9190187521838
w0133,841014.0,132819.0,32603.0,-2.0,332.150544512811,0.006021366013214109,166.0752722564055,3985.806534153732
w0174,842183.0,133988.0,33772.0,-2.0,366.8164708350799,0.005452317872877624,183.40823541753994,4401.797650020959
w203,828041.0,119846.0,19630.0,-2.0,187.82465574727306,0.01064822928620774,93.91232787363653,2253.895868967277
w0009_1.5,838708.0,130513.0,30297.0,-1.5,398.1485191984215,0.0037674383494377866,265.432346132281,3583.336672785794
w0135,842947.0,134752.0,34536.0,-2.0,370.6482375499256,0.005395951733699,185.3241187749628,4447.7788505991075
w67,824227.0,116032.0,15816.0,-2.0,156.99295710705923,0.012739424983479526,78.49647855352961,1883.9154852847107
w4,825290.0,117095.0,16879.0,-2.0,162.4919746132453,0.012308300177656729,81.24598730662265,1949.9036953589437
w186,821248.0,113053.0,12837.0,-2.0,124.49422122794103,0.0160650026987046,62.24711061397051,1493.9306547352924
w0179,841482.0,133287.0,33071.0,-2.0,370.1496085432272,0.00540322062711687,185.0748042716136,4441.795302518726
w74,825626.0,117431.0,17215.0,-2.0,172.65885148196978,0.011583535873391662,86.32942574098489,2071.906217783637
w0020,840782.0,132587.0,32371.0,-2.0,369.31532869075096,0.005415426451672456,184.65766434537548,4431.783944289012
w0154,842959.0,134764.0,34548.0,-2.0,370.3153794057013,0.00540080188732558,185.15768970285066,4443.784552868416
w0025_1.5,842298.0,134103.0,33887.0,-1.5,383.48142336176005,0.003911532367983739,255.65428224117338,3451.3328102558403
w0156,842700.0,134505.0,34289.0,-2.0,411.9807112884369,0.004854596210937059,205.99035564421845,4943.768535461243
w0186,836537.0,128342.0,28126.0,-2.0,290.15307818239285,0.006892913259885466,145.07653909119642,3481.836938188714
w25,824165.0,115970.0,15754.0,-2.0,130.3274877917385,0.015345956819147563,65.16374389586925,1563.929853500862
w51,829211.0,121016.0,20800.0,-2.0,152.49290701638424,0.013115364111886954,76.24645350819212,1829.9148841966107
w0018_1.5,842224.0,134029.0,33813.0,-1.5,370.48221791354155,0.004048777316351661,246.98814527569436,3334.339961221874
w157,822607.0,114412.0,14196.0,-2.0,130.82776628338294,0.015287274688064666,65.41388314169147,1569.9331954005952
w58,826594.0,118399.0,18183.0,-2.0,177.49189060779722,0.011268120437228246,88.74594530389861,2129.9026872935665
w0002,838613.0,130418.0,30202.0,-2.0,334.317685352871,0.0059823338328303145,167.1588426764355,4011.8122242344525
w0074,841946.0,133751.0,33535.0,-2.0,362.1494321360181,0.005522582178863748,181.07471606800905,4345.7931856322175
w0134,847231.0,139036.0,38820.0,-2.0,434.3126448060454,0.004604977598322417,217.1563224030227,5211.751737672545
w0199,830739.0,122544.0,22328.0,-2.0,240.1551609425487,0.008327949281416657,120.07758047127435,2881.861931310584
w0136,832905.0,124710.0,24494.0,-2.0,267.48737349606085,0.007476988441958936,133.74368674803043,3209.8484819527303
w0116,845711.0,137516.0,37300.0,-2.0,389.98149398834965,0.00512844847981363,194.99074699417483,4679.777927860196
w125,821616.0,113421.0,13205.0,-2.0,109.82794542494912,0.018210301506247323,54.91397271247456,1317.9353450993895
w31,825178.0,116983.0,16767.0,-2.0,159.82626866640047,0.012513587514043308,79.91313433320023,1917.9152239968057
w0118,840636.0,132441.0,32225.0,-2.0,338.48367118562913,0.005908704526261098,169.24183559281457,4061.8040542275494
w0028_1.0,839121.0,130926.0,30710.0,-1.0,372.1488418850329,0.002687096901698616,372.1488418850329,2232.8930513101973
w0152,845458.0,137263.0,37047.0,-2.0,385.4820336737307,0.005188309247358558,192.74101683686536,4625.7844040847685
w0026_1.0,836334.0,128139.0,27923.0,-1.0,395.14830950553505,0.0025306953767595263,395.14830950553505,2370.8898570332103
w180,822259.0,114064.0,13848.0,-2.0,136.3270368853848,0.014670604200702125,68.1635184426924,1635.9244426246178
w0121,839199.0,131004.0,30788.0,-2.0,328.98480118242486,0.006079308201508625,164.49240059121243,3947.817614189098
w0178,834043.0,125848.0,25632.0,-2.0,255.32158546087638,0.007833258580115098,127.66079273043819,3063.8590255305166
w44,820211.0,112016.0,11800.0,-2.0,92.99563166538633,0.02150638652787833,46.49781583269316,1115.947579984636
w15,824100.0,115905.0,15689.0,-2.0,129.16074176430814,0.015484581248763573,64.58037088215407,1549.9289011716978
w85,822770.0,114575.0,14359.0,-2.0,137.49422970157207,0.014546064982806566,68.74711485078603,1649.9307564188648
w0004_1.5,837057.0,128862.0,28646.0,-1.5,328.81823266070256,0.004561790834597071,219.21215510713503,2959.364093946323
w0099,841876.0,133681.0,33465.0,-2.0,350.9837934967111,0.005698268800604154,175.49189674835554,4211.805521960533
w0079,846060.0,137865.0,37649.0,-2.0,394.31388711051744,0.005072101352188604,197.15694355525872,4731.766645326209
w0184,851175.0,142980.0,42764.0,-2.0,491.97752031246904,0.004065226392315126,245.98876015623452,5903.730243749628
w52,825869.0,117674.0,17458.0,-2.0,177.32473105040162,0.011278742610535995,88.66236552520081,2127.8967726048195
w0158,844229.0,136034.0,35818.0,-2.0,380.4830565433299,0.005256475855114031,190.24152827166495,4565.796678519959
w0081,842539.0,134344.0,34128.0,-2.0,400.6489153074593,0.004991901696439621,200.32445765372964,4807.7869836895115
w0101,839862.0,131667.0,31451.0,-2.0,322.31783324546797,0.006205055363712555,161.15891662273398,3867.813998945616
wd_last0050,811150.0,102955.0,2739.0,-1.411486340422969,158.99162725928232,0.008877740071941826,112.64127941304665,224.41451011809716
wd_last0005,813848.0,105653.0,5437.0,-1.8342100881832493,294.98446566763005,0.00621798874741398,160.82370692869029,541.0634827849124
wd_last0007,815321.0,107126.0,6910.0,-0.4632819603121155,550.9709850283216,0.0008408463837497747,1189.2778744441712,255.25491801901805
wd_last0048,815927.0,107732.0,7516.0,-1.7075292125649062,426.97751471496883,0.003999108041332754,250.05575985057337,729.0765794841714
wd_last0020,819161.0,110966.0,10750.0,-2.0197243432287104,621.9672462568426,0.0032473162459662084,307.9466009022658,1256.202387955871
wd_last0023,811228.0,103033.0,2817.0,-1.153240873619119,178.99057408347613,0.006443025726490381,155.20658188411673,206.41924602561568
wd_last0013,812345.0,104150.0,3934.0,-0.6037839875394867,295.9844130090791,0.002039918188262725,490.21573794174543,178.7106491361561
wd_last0015,809525.0,101330.0,1114.0,-0.5520896587093425,89.9952607136594,0.00613465258427266,163.0084159229634,49.68545277286252
wd_last0033,816435.0,108240.0,8024.0,-1.8011019923770812,458.97582963415766,0.003924176124509021,254.83056016633722,826.6622812070052
wd_last0019,812023.0,103828.0,3612.0,-1.520256767629797,199.989468249119,0.007601684133366828,131.5497963945385,304.03534256040757
wd_last0022,810907.0,102712.0,2496.0,-0.4686819946593567,189.9899948370221,0.002466877242990628,405.3707993948198,89.0448897455364
wd_last0004,808959.0,100764.0,548.0,-0.2994086665331499,39.99789365078125,0.007485610846092686,133.5896322371576,11.975716002115158
wd_last0027,809862.0,101667.0,1451.0,-1.0277349083895082,92.99510273561295,0.011051494951421048,90.48549579904714,95.57431339065808
wd_last0037,809396.0,101201.0,985.0,-1.116195421469493,50.99731440432721,0.021887337294270965,45.688517819924634,56.922968845350255
